name,offerBy,difficulty,skills,rating,reviews,link,photo
Python for Everybody,University of Michigan,Beginner,"['Json', 'Xml', 'Python Programming', 'Database (DBMS)', 'Python Syntax And Semantics', 'Basic Programming Language', 'Computer Programming', 'Data Structure', 'Tuple', 'Web Scraping', 'Sqlite', 'SQL']",4.8,315570.0,https://www.coursera.org/specializations/python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/python.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Python 3 Programming,University of Michigan,Beginner,"['Json', 'Computer Programming', 'Python Programming', 'Sorting']",4.6,21368.0,https://www.coursera.org/specializations/python-3-programming,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/be/0ce870e9cb11e8b2d233b4be6a9cf3/pythonfluency_1x1_4.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Google IT Automation with Python,Google,Beginner,"['Using Version Control', 'Troubleshooting & Debugging', 'Python Programming', 'Configuration Management', 'Automation', 'Basic Python Data Structures', 'Fundamental Programming Concepts', 'Basic Python Syntax', 'Object-Oriented Programming (OOP)', 'Setting up your Development Environment', 'Regular Expression (REGEX)', 'Testing in Python']",4.7,20779.0,https://www.coursera.org/professional-certificates/google-it-automation,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/10/94e64625eb4b41b05e66ed0e5bab30/Xavier-MI-Thompson-119.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Applied Data Science with Python,University of Michigan,Intermediate,"['Text Mining', 'Python Programming', 'Pandas', 'Matplotlib', 'Numpy', 'Data Cleansing', 'Data Virtualization', 'Data Visualization (DataViz)', 'Machine Learning (ML) Algorithms', 'Machine Learning', 'Scikit-Learn', 'Natural Language Toolkit (NLTK)']",4.5,40264.0,https://www.coursera.org/specializations/data-science-python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c8/8d6df01eb311e6b5f5f786b289d8ba/pythondatascience_specialization_final.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Data Science Fundamentals with Python and SQL,IBM,Beginner,"['Data Science', 'Python Programming', 'Jupyter Notebook', 'Statistics', 'SQL', 'Data Analysis', 'Pandas', 'Numpy', 'Probability And Statistics', 'Regression Analysis', 'Data Visualization (DataViz)', 'Statistical Hypothesis Testing']",4.7,51144.0,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bd/0202c87e244d30bdecd889bd2719ae/DataScienceFundamentalsPythonSQL.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
IBM Data Science,IBM,Beginner,,,,https://www.coursera.org/professional-certificates/ibm-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ed/4131809fe511e8937a7926bc59e37f/Professional-Certificate---Data-Science---600x600---Blu-Text.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Programming for Everybody (Getting Started with Python),University of Michigan,Mixed,,,,https://www.coursera.org/learn/python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/08/33f720502a11e59e72391aa537f5c9/pythonlearn_thumbnail_1x1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Crash Course on Python,Google,Beginner,,,,https://www.coursera.org/learn/python-crash-course,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/fd9a9b0f404af6842d49aad8cf141a/Andrew-WA-Thompson-699-1-.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Python for Data Science and AI,IBM,Beginner,,,,https://www.coursera.org/learn/python-for-applied-data-science-ai,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/79/192c002fe111e88780515c581bd11f/Screen-Shot-2018-03-24-at-4.42.07-PM.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,Beginner,,,,https://www.coursera.org/learn/aprendiendo-programar-python,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bf/af25202b6411e7973bdddc08fd00dc/curso-python_V4.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Cloud Computing,University of Illinois at Urbana-Champaign,Intermediate,"['Software-Defined Networking', 'Distributed Computing', 'Big Data', 'Cloud Computing', 'Distributed Algorithm', 'C++', 'NoSQL', 'Cloud Infrastructure', 'Cloud Applications', 'Cloud Storage', 'Graphs', 'Machine Learning']",4.4,2462.0,https://www.coursera.org/specializations/cloud-computing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a8/f21120fb5011e58f3fed869dcf948d/cloud_computing_specialization_logo_002.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
AWS Fundamentals,Amazon Web Services,Beginner,"['Cloud Computing Security', 'AWS cloud', 'Cloud Storage', 'cloud networking', 'Cloud Computing', 'aws', 'Information Privacy', 'Cloud Management', 'security', 'Cloud Applications', 'AWS Lambda', 'Amazon Lex']",4.6,16180.0,https://www.coursera.org/specializations/aws-fundamentals,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f4/5219a4886e4feead04a706b73a9cd1/specialization_logo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Cloud Computing Basics (Cloud 101),LearnQuest,Beginner,,4.5,4062.0,https://www.coursera.org/learn/cloud-computing-basics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/1ac366de3a4aeabdd4e04f27d62973/Cloud-Image_Coursera.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Cloud Engineering with Google Cloud,Google Cloud,Intermediate,"['Google Compute Engine', 'Google App Engine (GAE)', 'Google Cloud Platform', 'Cloud Computing', 'Virtual Machine', 'Network Architecture', 'Debugging', 'Cloud Storage', 'Data Store', 'Load Balancing', 'Virtual Private Network (VPN)', 'Autoscaling']",4.7,,https://www.coursera.org/professional-certificates/cloud-engineering-gcp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/64/b30013147f4398b756ee843ce9895c/Option-1_1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Introduction to Cloud Computing,IBM,Beginner,"['Hybrid Multiclud', 'Cloud Native', 'Devops', 'Iaas PaaS Saas', 'Cloud Computing']",4.8,408.0,https://www.coursera.org/learn/introduction-to-cloud,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f3/5d00cbdb784bee9e7ff6d4bbab1ebb/CloudComputingIntroduction.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Google Cloud Security,Google Cloud,Intermediate,,,,https://www.coursera.org/professional-certificates/google-cloud-security,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ac/2b9afa21c2425d934f8ac83f8bdd5b/security.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Key Technologies for Business,IBM,Beginner,,,,https://www.coursera.org/specializations/key-technologies-for-business,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/93/1543b8c7d64dad864ca79e876a065d/Key-Technology-Foundations-1-.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Cloud Architecture with Google Cloud,Google Cloud,Intermediate,,,,https://www.coursera.org/professional-certificates/gcp-cloud-architect,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/1d/714104d1c241e8981bb58390da9811/Option-2_1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Google IT Support,Google,Beginner,,,,https://www.coursera.org/professional-certificates/google-it-support,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/14/b2d530f1ad11e7ab380fc0c6c817a8/Search-Thumbnail.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
AWS Fundamentals: Going Cloud-Native,Amazon Web Services,Beginner,,,,https://www.coursera.org/learn/aws-fundamentals-going-cloud-native,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4b/779690e17211e8a2716dce94c217bd/1200x1200_core.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Big Data,University of California San Diego,Beginner,"['Big Data', 'Neo4j', 'Mongodb', 'Apache Spark', 'Apache Hadoop', 'Mapreduce', 'Cloudera', 'Data Model', 'Data Modeling', 'Data Management', 'Splunk', 'Machine Learning Concepts']",4.5,17584.0,https://www.coursera.org/specializations/big-data,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/a6/35516029cf11e6b8dfdbd5deea5f21/UCSD_BigData_PartnerProvided.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Big Data – Introducción al uso práctico de datos masivos,Universitat Autònoma de Barcelona,Beginner,,4.5,2311.0,https://www.coursera.org/specializations/big-data-introduccion,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f0/2514c0659311e894d3e7ac680ef0c6/BD-Especialitzacio.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,Intermediate,"['Tensorflow', 'Bigquery', 'Google Cloud Platform', 'Cloud Computing']",4.7,,https://www.coursera.org/specializations/gcp-data-machine-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/95/77558056d811e79f95119f98b3ba96/visite-google-datacenter-14.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Introduction to Big Data,University of California San Diego,Mixed,"['Big Data', 'Apache Hadoop', 'Mapreduce', 'Cloudera']",4.6,9049.0,https://www.coursera.org/learn/big-data-introduction,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6c/8380704d0911e5ad1d830708963890/big-data-_2_.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Modern Big Data Analysis with SQL,Cloudera,Beginner,"['Cloud Storage', 'Data Analysis', 'Big Data', 'Cloudera', 'SQL', 'Database (DBMS)', 'Data Warehousing', 'Apache Hive', 'Apache Impala', 'Data Management', 'Distributed File Systems']",4.8,1081.0,https://www.coursera.org/specializations/cloudera-big-data-analysis-sql,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e0/9258906e4b11e88932d773ab868ede/GettyImages-835871924_medium_cdaSpec_square.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Introduction to Data Science,IBM,Beginner,,,,https://www.coursera.org/specializations/introduction-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/32/d719a2d0d946d59e1151bc10ec29f5/Specialization-Certificate-Emblem---IDS---600x600.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Data Engineering with Google Cloud,Google Cloud,Intermediate,,,,https://www.coursera.org/professional-certificates/gcp-data-engineering,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/63/c6c427d9244493b8074cd432eab090/DE.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Advanced Data Science with IBM,IBM,Advanced,,,,https://www.coursera.org/specializations/advanced-data-science-ibm,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/58/ab336088f511e8944e7b54193638b4/Specialization_Certificate_Emblem_-_AADS_-__Final.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Executive Data Science,Johns Hopkins University,Beginner,,,,https://www.coursera.org/specializations/executive-data-science,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/eds-s12n/eds_thumbnail.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Business Analytics,University of Pennsylvania,Beginner,,,,https://www.coursera.org/specializations/business-analytics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Penn_BusinessAnalytics_Istock49060600.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Data Visualization with Tableau,"University of California, Davis",Beginner,"['Storyboarding', 'Map', 'Tableau Software', 'Data Visualization (DataViz)', 'Data Virtualization', 'Visualization (Computer Graphics)', 'Data Analysis', 'Visual Analytics', 'Interactive Visualization']",4.6,8476.0,https://www.coursera.org/specializations/data-visualization,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/41/d326f0af5b11e5ada4195d312ad6aa/davis_data_thumb.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Excel to MySQL: Analytic Techniques for Business,Duke University,Beginner,"['Binary Classification', 'Data Analysis', 'Tableau Software', 'SQL', 'Business Analysis', 'Business Analytics', 'Business Process', 'Microsoft Excel', 'Linear Regression', 'Data Visualization (DataViz)', 'Visualization (Computer Graphics)', 'MySQL']",4.6,17307.0,https://www.coursera.org/specializations/excel-mysql,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Duke_ExceltoMySQLGetty529354813.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Data Analysis and Visualization,University at Buffalo,Beginner,"['Data visualization tools', 'Data storytelling', 'Data analysis tools', 'Data-Driven Decision Making', 'Statistical process control (SPC)']",,,https://www.coursera.org/learn/data-analyze-visualize,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/70abc1e55f4fe696ca77caa7b81842/Course-2-logo_crop.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Data Visualization and Communication with Tableau,Duke University,Mixed,"['Data Analysis', 'Tableau Software', 'Data Visualization (DataViz)', 'Visualization (Computer Graphics)']",4.7,2734.0,https://www.coursera.org/learn/analytics-tableau,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3d/81b4403cf611e5a751f97588920378/CourseraIcons.Square1200.3.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Fundamentals of Visualization with Tableau,"University of California, Davis",Beginner,"['Tableau Software', 'Data Virtualization', 'Data Visualization (DataViz)', 'Visualization (Computer Graphics)']",4.5,,https://www.coursera.org/learn/data-visualization-tableau,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/67/dc27f0490e11e6bdd5d9ef6a4743fd/GettyImages-152400281.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Creating Dashboards and Storytelling with Tableau,"University of California, Davis",Beginner,,,,https://www.coursera.org/learn/dataviz-dashboards,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/be/1bedd0490e11e69f02430b4c80c63a/iStock_89276919_MEDIUM.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Data Visualization with Tableau Project,"University of California, Davis",Intermediate,,,,https://www.coursera.org/learn/dataviz-project,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d5/1d8430490e11e6b4723d2db2596a74/GettyImages-605375917.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Data Mining,University of Illinois at Urbana-Champaign,Intermediate,,,,https://www.coursera.org/specializations/data-mining,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/01/609980fb3311e58521f12840fa495b/DataMining-Specialization_logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Tableau Public for Project Management and Beyond,Coursera Project Network,Beginner,,,,https://www.coursera.org/projects/tableau-public-for-project-management-and-beyond,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3c/d02edc1517490da2efc9dc4ac4c76f/pexels-fauxels-3183153.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Visual Analytics with Tableau,"University of California, Davis",Beginner,,,,https://www.coursera.org/learn/dataviz-visual-analytics,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/56f640be1211e580ce29374cd1231d/davis_data_thumb-_1_.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
DeepLearning.AI TensorFlow Developer,DeepLearning.AI,Intermediate,"['Computer Vision', 'Convolutional Neural Network', 'Machine Learning', 'Natural Language Processing', 'Tensorflow', 'Inductive Transfer', 'Augmentation', 'Dropouts', 'Tokenization', 'RNNs', 'Forecasting', 'Time Series']",4.7,26504.0,https://www.coursera.org/professional-certificates/tensorflow-in-practice,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f9/0b7f2715b04c3fba7f716e95f1a87e/tfm1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
TensorFlow 2 for Deep Learning,Imperial College London,Intermediate,"['Tensorflow', 'keras', 'TensorFlow Probability', 'Probabilistic Neural Networks', 'Deep Learning', 'Probabilistic Neural Network', 'Generative Model', 'Probabilistic Programming Language (PRPL)']",4.8,196.0,https://www.coursera.org/specializations/tensorflow2-deeplearning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/28/02927e5a054bdba46152762d2a2204/Specialisation-Logo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,Intermediate,"['Tensorflow', 'Machine Learning', 'Feature Engineering', 'Cloud Computing', 'Application Programming Interfaces (API)', 'Inclusive ML', 'Google Cloud Platform', 'Bigquery', 'Data Cleansing', 'Python Programming', 'Build Input Data Pipeline', 'keras']",4.5,15499.0,https://www.coursera.org/specializations/machine-learning-tensorflow-gcp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bc/9e1a60378b11e8a4cfb59484b7aff8/new-ml-on-gcp-logo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Deep Learning,DeepLearning.AI,Intermediate,"['Tensorflow', 'Convolutional Neural Network', 'Artificial Neural Network', 'Deep Learning', 'Backpropagation', 'Python Programming', 'Hyperparameter', 'Hyperparameter Optimization', 'Machine Learning', 'Inductive Transfer', 'Multi-Task Learning', 'Facial Recognition System']",4.8,260197.0,https://www.coursera.org/specializations/deep-learning,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/57/4be3fd8d16487ab9cfa7bba909b236/GreyLogoName1000x1000.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
TensorFlow: Data and Deployment,DeepLearning.AI,Intermediate,"['Machine Learning', 'Tensorflow', 'advanced deployment', 'Object Detection', 'JavaScript', 'Convolutional Neural Network', 'TensorFlow.js', 'TensorFlow Lite', 'Mathematical Optimization', 'Artificial Neural Network', 'Extraction, Transformation And Loading (ETL)', 'Data Pipelines']",4.5,1362.0,https://www.coursera.org/specializations/tensorflow-data-and-deployment,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/bf/bda88cbec84d3384fb00cf1ee2f933/TFS2CourseraSquareLogo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
"Introduction to TensorFlow for Artificial Intelligence, Machine Learning, and Deep Learning",DeepLearning.AI,Intermediate,,,,https://www.coursera.org/learn/introduction-tensorflow,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/84/01ea39d1be4ab0aab85911baba4786/TFC1SquareLogo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Advanced Machine Learning with TensorFlow on Google Cloud Platform,Google Cloud,Advanced,,,,https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b7/4e4fa0bc6d11e889b30b8a6e5b0715/adv-ml-gcp-2x.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Natural Language Processing,DeepLearning.AI,Intermediate,,,,https://www.coursera.org/specializations/natural-language-processing,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/50/6be3e57a3449ec88e9e91dcbc658dc/GreyLogoName1000x1000.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Getting started with TensorFlow 2,Imperial College London,Intermediate,,,,https://www.coursera.org/learn/getting-started-with-tensor-flow2,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/0d/458e644df745e9a90d25826f0d5664/logo-01_00001_00000.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
Advanced Machine Learning,National Research University Higher School of Economics,Advanced,,,,https://www.coursera.org/specializations/aml,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/5536c08f2211e7b04e29ba33dce228/General2.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF
